Index,Composition,Phases present,Hardness (HVN),IM,Ag,Al,B,C,Ca,Co,Cr,Cu,Fe,Ga,Ge,Hf,Li,Mg,Mn,Mo,N,Nb,Nd,Ni,Pd,Re,Sc,Si,Sn,Ta,Ti,V,W,Y,Zn,Zr
532,(CoCrFeNi)93 (WMo)1(AlTi)6,matrix+? phase,,1,0,0.03,0,0,0,0.233,0.233,0,0.233,0,0,0,0,0,0,0.005,0,0,0,0.233,0,0,0,0,0,0,0.03,0,0.005,0,0,0
533,(CoCrFeNi)91 (WMo)3(AlTi)6,matrix+? phase,,1,0,0.03,0,0,0,0.228,0.228,0,0.228,0,0,0,0,0,0,0.015,0,0,0,0.228,0,0,0,0,0,0,0.03,0,0.015,0,0,0
534,(CoCrFeNi)89 (WMo)5(AlTi)6,matrix+? phase,,1,0,0.03,0,0,0,0.223,0.223,0,0.223,0,0,0,0,0,0,0.025,0,0,0,0.223,0,0,0,0,0,0,0.03,0,0.025,0,0,0
535,(CoCrFeNi)99(WMo)1,matrix+? phase,,1,0,0,0,0,0,0.247,0.247,0,0.247,0,0,0,0,0,0,0.005,0,0,0,0.247,0,0,0,0,0,0,0,0,0.005,0,0,0
536,(CoCrFeNi)97(WMo)3,matrix+? phase,,1,0,0,0,0,0,0.242,0.242,0,0.242,0,0,0,0,0,0,0.015,0,0,0,0.242,0,0,0,0,0,0,0,0,0.015,0,0,0
537,(CoCrFeNi)95(WMo)5,matrix+? phase,,1,0,0,0,0,0,0.237,0.237,0,0.237,0,0,0,0,0,0,0.025,0,0,0,0.237,0,0,0,0,0,0,0,0,0.025,0,0,0
538,(CoCrFeNi)93 (WMo)1(AlTi)6,matrix+? phase,,1,0,0.03,0,0,0,0.233,0.233,0,0.233,0,0,0,0,0,0,0.005,0,0,0,0.233,0,0,0,0,0,0,0.03,0,0.005,0,0,0
539,(CoCrFeNi)91 (WMo)3(AlTi)6,matrix+? phase,,1,0,0.03,0,0,0,0.228,0.228,0,0.228,0,0,0,0,0,0,0.015,0,0,0,0.228,0,0,0,0,0,0,0.03,0,0.015,0,0,0
540,(CoCrFeNi)89 (WMo)5(AlTi)6,matrix+? phase,,1,0,0.03,0,0,0,0.223,0.223,0,0.223,0,0,0,0,0,0,0.025,0,0,0,0.223,0,0,0,0,0,0,0.03,0,0.025,0,0,0
541,(CoCrFeNi)99(WMo)1,matrix+? phase,,1,0,0,0,0,0,0.247,0.247,0,0.247,0,0,0,0,0,0,0.005,0,0,0,0.247,0,0,0,0,0,0,0,0,0.005,0,0,0
542,(CoCrFeNi)97(WMo)3,matrix+? phase,,1,0,0,0,0,0,0.242,0.242,0,0.242,0,0,0,0,0,0,0.015,0,0,0,0.242,0,0,0,0,0,0,0,0,0.015,0,0,0
543,(CoCrFeNi)95(WMo)5,matrix+? phase,,1,0,0,0,0,0,0.237,0.237,0,0.237,0,0,0,0,0,0,0.025,0,0,0,0.237,0,0,0,0,0,0,0,0,0.025,0,0,0
544,(CoCrFeNi)93 (WMo)1(AlTi)6,matrix+? phase,,1,0,0.03,0,0,0,0.233,0.233,0,0.233,0,0,0,0,0,0,0.005,0,0,0,0.233,0,0,0,0,0,0,0.03,0,0.005,0,0,0
545,(CoCrFeNi)91 (WMo)3(AlTi)6,matrix+? phase,,1,0,0.03,0,0,0,0.228,0.228,0,0.228,0,0,0,0,0,0,0.015,0,0,0,0.228,0,0,0,0,0,0,0.03,0,0.015,0,0,0
546,(CoCrFeNi)89 (WMo)5(AlTi)6,matrix+? phase,,1,0,0.03,0,0,0,0.223,0.223,0,0.223,0,0,0,0,0,0,0.025,0,0,0,0.223,0,0,0,0,0,0,0.03,0,0.025,0,0,0
547,(CoCrFeNi)99(WMo)1,matrix+? phase,,1,0,0,0,0,0,0.247,0.247,0,0.247,0,0,0,0,0,0,0.005,0,0,0,0.247,0,0,0,0,0,0,0,0,0.005,0,0,0
548,(CoCrFeNi)97(WMo)3,matrix+? phase,,1,0,0,0,0,0,0.242,0.242,0,0.242,0,0,0,0,0,0,0.015,0,0,0,0.242,0,0,0,0,0,0,0,0,0.015,0,0,0
549,(CoCrFeNi)95(WMo)5,matrix+? phase,,1,0,0,0,0,0,0.237,0.237,0,0.237,0,0,0,0,0,0,0.025,0,0,0,0.237,0,0,0,0,0,0,0,0,0.025,0,0,0
550,(CoCrFeNi)93 (WMo)1(AlTi)6,matrix+? phase,,1,0,0.03,0,0,0,0.233,0.233,0,0.233,0,0,0,0,0,0,0.005,0,0,0,0.233,0,0,0,0,0,0,0.03,0,0.005,0,0,0
551,(CoCrFeNi)91 (WMo)3(AlTi)6,matrix+? phase,,1,0,0.03,0,0,0,0.228,0.228,0,0.228,0,0,0,0,0,0,0.015,0,0,0,0.228,0,0,0,0,0,0,0.03,0,0.015,0,0,0
552,(CoCrFeNi)89 (WMo)5(AlTi)6,matrix+? phase,,1,0,0.03,0,0,0,0.223,0.223,0,0.223,0,0,0,0,0,0,0.025,0,0,0,0.223,0,0,0,0,0,0,0.03,0,0.025,0,0,0
553,(CoCrFeNi)99(WMo)1,matrix+? phase,,1,0,0,0,0,0,0.247,0.247,0,0.247,0,0,0,0,0,0,0.005,0,0,0,0.247,0,0,0,0,0,0,0,0,0.005,0,0,0
554,(CoCrFeNi)97(WMo)3,matrix+? phase,,1,0,0,0,0,0,0.242,0.242,0,0.242,0,0,0,0,0,0,0.015,0,0,0,0.242,0,0,0,0,0,0,0,0,0.015,0,0,0
555,(CoCrFeNi)95(WMo)5,matrix+? phase,,1,0,0,0,0,0,0.237,0.237,0,0.237,0,0,0,0,0,0,0.025,0,0,0,0.237,0,0,0,0,0,0,0,0,0.025,0,0,0
556,(CoCrFeNi)93 (WMo)1(AlTi)6,matrix+? phase,,1,0,0.03,0,0,0,0.233,0.233,0,0.233,0,0,0,0,0,0,0.005,0,0,0,0.233,0,0,0,0,0,0,0.03,0,0.005,0,0,0
557,(CoCrFeNi)91 (WMo)3(AlTi)6,matrix+? phase,,1,0,0.03,0,0,0,0.228,0.228,0,0.228,0,0,0,0,0,0,0.015,0,0,0,0.228,0,0,0,0,0,0,0.03,0,0.015,0,0,0
558,(CoCrFeNi)89 (WMo)5(AlTi)6,matrix+? phase,,1,0,0.03,0,0,0,0.223,0.223,0,0.223,0,0,0,0,0,0,0.025,0,0,0,0.223,0,0,0,0,0,0,0.03,0,0.025,0,0,0
559,(CoCrFeNi)99(WMo)1,matrix+? phase,,1,0,0,0,0,0,0.247,0.247,0,0.247,0,0,0,0,0,0,0.005,0,0,0,0.247,0,0,0,0,0,0,0,0,0.005,0,0,0
560,(CoCrFeNi)97(WMo)3,matrix+? phase,,1,0,0,0,0,0,0.242,0.242,0,0.242,0,0,0,0,0,0,0.015,0,0,0,0.242,0,0,0,0,0,0,0,0,0.015,0,0,0
561,(CoCrFeNi)95(WMo)5,matrix+? phase,,1,0,0,0,0,0,0.237,0.237,0,0.237,0,0,0,0,0,0,0.025,0,0,0,0.237,0,0,0,0,0,0,0,0,0.025,0,0,0
562,(CoCrFeNi)93 (WMo)1(AlTi)6,matrix+? phase,,1,0,0.03,0,0,0,0.233,0.233,0,0.233,0,0,0,0,0,0,0.005,0,0,0,0.233,0,0,0,0,0,0,0.03,0,0.005,0,0,0
563,(CoCrFeNi)91 (WMo)3(AlTi)6,matrix+? phase,,1,0,0.03,0,0,0,0.228,0.228,0,0.228,0,0,0,0,0,0,0.015,0,0,0,0.228,0,0,0,0,0,0,0.03,0,0.015,0,0,0
564,(CoCrFeNi)89 (WMo)5(AlTi)6,matrix+? phase,,1,0,0.03,0,0,0,0.223,0.223,0,0.223,0,0,0,0,0,0,0.025,0,0,0,0.223,0,0,0,0,0,0,0.03,0,0.025,0,0,0
565,FeCoNi1.5CuB0.5Y0.2,FCC,,0,0,0,0.096,0,0,0.192,0,0.192,0.192,0,0,0,0,0,0,0,0,0,0,0.288,0,0,0,0,0,0,0,0,0,0.038,0,0
566,FeCoNi1.5CuB0.5Y0.2,FCC,,0,0,0,0.096,0,0,0.192,0,0.192,0.192,0,0,0,0,0,0,0,0,0,0,0.288,0,0,0,0,0,0,0,0,0,0.038,0,0
567,FeCoNi1.5CuB0.5Y0.2,FCC,,0,0,0,0.096,0,0,0.192,0,0.192,0.192,0,0,0,0,0,0,0,0,0,0,0.288,0,0,0,0,0,0,0,0,0,0.038,0,0
568,FeCoNi1.5CuB0.5Y0.2,FCC,,0,0,0,0.096,0,0,0.192,0,0.192,0.192,0,0,0,0,0,0,0,0,0,0,0.288,0,0,0,0,0,0,0,0,0,0.038,0,0
569,FeCoNi1.5CuB0.5Y0.2,FCC,,0,0,0,0.096,0,0,0.192,0,0.192,0.192,0,0,0,0,0,0,0,0,0,0,0.288,0,0,0,0,0,0,0,0,0,0.038,0,0
570,FeCoNi1.5CuB0.5Y0.2,FCC,,0,0,0,0.096,0,0,0.192,0,0.192,0.192,0,0,0,0,0,0,0,0,0,0,0.288,0,0,0,0,0,0,0,0,0,0.038,0,0
571,FeCoNi1.5CuB0.5Y0.2,FCC,,0,0,0,0.096,0,0,0.192,0,0.192,0.192,0,0,0,0,0,0,0,0,0,0,0.288,0,0,0,0,0,0,0,0,0,0.038,0,0
572,FeCoNi1.5CuB0.5Y0.2,FCC,,0,0,0,0.096,0,0,0.192,0,0.192,0.192,0,0,0,0,0,0,0,0,0,0,0.288,0,0,0,0,0,0,0,0,0,0.038,0,0
573,FeCoNi1.5CuB0.5Y0.2,FCC,,0,0,0,0.096,0,0,0.192,0,0.192,0.192,0,0,0,0,0,0,0,0,0,0,0.288,0,0,0,0,0,0,0,0,0,0.038,0,0
574,TiZrHfNbFe0.5,BCC+Laves,421.8,1,0,0,0,0,0,0,0,0,0.111,0,0,0.222,0,0,0,0,0,0.222,0,0,0,0,0,0,0,0,0.222,0,0,0,0,0.222
575,TiZrHfNbFe,BCC+Laves,535.5,1,0,0,0,0,0,0,0,0,0.2,0,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0.2
576,TiZrHfNbFe1.5,BCC+Laves,665.3,1,0,0,0,0,0,0,0,0,0.273,0,0,0.182,0,0,0,0,0,0.182,0,0,0,0,0,0,0,0,0.182,0,0,0,0,0.182
577,TiZrHfNbFe2.0,BCC+Laves,767.3,1,0,0,0,0,0,0,0,0,0.333,0,0,0.167,0,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0.167
578,Ti6.0Al4.0V,BCC+Laves,320,1,0,0.364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.545,0.091,0,0,0,0
579,TiZrNbTaMo,BCC+Laves,490,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0.2,0,0,0,0,0.2
580,Ti20.0Zr10.0Nb,BCC+Laves,235.2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.032,0,0,0,0,0,0,0,0,0.645,0,0,0,0,0.323
581,Ti30.0Zr,BCC+Laves,273.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.968,0,0,0,0,0.032
582,CoCrFeMnNi,BCC+Laves,134.4,1,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
583,AlCoCrFeNi,BCC+Laves,522,1,0,0.2,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
584,MoTaWNbV,BCC+Laves,773,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0,0,0
585,AlCrFeNi,BCC+B2,457.9,1,0,0.25,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
586,Al1.25CrFeNi,BCC+B3,421.8,1,0,0.294,0,0,0,0,0.235,0,0.235,0,0,0,0,0,0,0,0,0,0,0.235,0,0,0,0,0,0,0,0,0,0,0,0
587,Al1.5CrFeNi,BCC+B4,425.2,1,0,0.333,0,0,0,0,0.222,0,0.222,0,0,0,0,0,0,0,0,0,0,0.222,0,0,0,0,0,0,0,0,0,0,0,0
588,Al1.75CrFeNi,BCC+B5,482.9,1,0,0.368,0,0,0,0,0.211,0,0.211,0,0,0,0,0,0,0,0,0,0,0.211,0,0,0,0,0,0,0,0,0,0,0,0
589,C0.0Hf0.25NbTaW0.5,BCC,403,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0,0,0,0,0,0.364,0,0,0,0,0,0,0,0.364,0,0,0.182,0,0,0
590,C0.05Hf0.25NbTaW0.5,BCC+FCC,444,0,0,0,0,0.018,0,0,0,0,0,0,0,0.089,0,0,0,0,0,0.357,0,0,0,0,0,0,0,0.357,0,0,0.179,0,0,0
591,C0.1Hf0.25NbTaW0.5,BCC+FCC,460,0,0,0,0,0.035,0,0,0,0,0,0,0,0.088,0,0,0,0,0,0.351,0,0,0,0,0,0,0,0.351,0,0,0.175,0,0,0
592,C0.15Hf0.25NbTaW0.5,BCC+FCC,475,0,0,0,0,0.052,0,0,0,0,0,0,0,0.086,0,0,0,0,0,0.345,0,0,0,0,0,0,0,0.345,0,0,0.172,0,0,0
593,C0.2Hf0.25NbTaW0.5,BCC+FCC,490,0,0,0,0,0.068,0,0,0,0,0,0,0,0.085,0,0,0,0,0,0.339,0,0,0,0,0,0,0,0.339,0,0,0.169,0,0,0
594,C0.25Hf0.25NbTaW0.5,BCC+FCC,506,0,0,0,0,0.083,0,0,0,0,0,0,0,0.083,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0.333,0,0,0.167,0,0,0
595,C0.0Hf0.25NbTaW0.5,BCC,355,0,0,0,0,0,0,0,0,0,0,0,0,0.091,0,0,0,0,0,0.364,0,0,0,0,0,0,0,0.364,0,0,0.182,0,0,0
596,C0.05Hf0.25NbTaW0.5,BCC+FCC,423,0,0,0,0,0.018,0,0,0,0,0,0,0,0.089,0,0,0,0,0,0.357,0,0,0,0,0,0,0,0.357,0,0,0.179,0,0,0
597,C0.1Hf0.25NbTaW0.5,BCC+FCC,444,0,0,0,0,0.035,0,0,0,0,0,0,0,0.088,0,0,0,0,0,0.351,0,0,0,0,0,0,0,0.351,0,0,0.175,0,0,0
598,C0.15Hf0.25NbTaW0.5,BCC+FCC,469,0,0,0,0,0.052,0,0,0,0,0,0,0,0.086,0,0,0,0,0,0.345,0,0,0,0,0,0,0,0.345,0,0,0.172,0,0,0
599,C0.2Hf0.25NbTaW0.5,BCC+FCC,488,0,0,0,0,0.068,0,0,0,0,0,0,0,0.085,0,0,0,0,0,0.339,0,0,0,0,0,0,0,0.339,0,0,0.169,0,0,0
600,C0.25Hf0.25NbTaW0.5,BCC+FCC,514,0,0,0,0,0.083,0,0,0,0,0,0,0,0.083,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0.333,0,0,0.167,0,0,0
601,CoCrFeNiZr0.0,FCC,,0,0,0,0,0,0,0.25,0.25,0,0.25,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0
602,CoCrFeNiZr0.25,FCC,,0,0,0,0,0,0,0.235,0.235,0,0.235,0,0,0,0,0,0,0,0,0,0,0.235,0,0,0,0,0,0,0,0,0,0,0,0.059
603,CoCrFeNiZr0.5,FCC,,0,0,0,0,0,0,0.222,0.222,0,0.222,0,0,0,0,0,0,0,0,0,0,0.222,0,0,0,0,0,0,0,0,0,0,0,0.111
604,CoCrFeNiZr,FCC,,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0.2
605,CoCrFeMnNi,FCC,,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
606,CoCrFeMnNi,FCC,,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
607,CoCrFeMnNi,FCC,,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
608,CoCrFeMnNi,FCC,,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
609,CoCrFeMnNi,FCC,,0,0,0,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0.2,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
610,CoCrFeNiAl0.3,FCC + BCC,,0,0,0.07,0,0,0,0.233,0.233,0,0.233,0,0,0,0,0,0,0,0,0,0,0.233,0,0,0,0,0,0,0,0,0,0,0,0
611,CoCrFeNiAl0.3,FCC + BCC,,0,0,0.07,0,0,0,0.233,0.233,0,0.233,0,0,0,0,0,0,0,0,0,0,0.233,0,0,0,0,0,0,0,0,0,0,0,0
612,CoCrFeNiAl0.3,FCC + BCC,,0,0,0.07,0,0,0,0.233,0.233,0,0.233,0,0,0,0,0,0,0,0,0,0,0.233,0,0,0,0,0,0,0,0,0,0,0,0
613,CoCrFeNiAl0.3,FCC + BCC,,0,0,0.07,0,0,0,0.233,0.233,0,0.233,0,0,0,0,0,0,0,0,0,0,0.233,0,0,0,0,0,0,0,0,0,0,0,0
614,NbTiZr,BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0,0,0,0,0.333,0,0,0,0,0.333
615,NbTiZrV,BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0.25
616,TiZrNbTa,BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0.25
617,TiZrNbTa,BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0.25
618,TiZrNbTa,BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0.25
619,TiZrNbTa,BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0.25,0.25,0,0,0,0,0.25
620,Al0.5CoCrCuFeNi,FCC,399,0,0,0.091,0,0,0,0.182,0.182,0.182,0.182,0,0,0,0,0,0,0,0,0,0,0.182,0,0,0,0,0,0,0,0,0,0,0,0
621,Al0.25CoCrFeNi,FCC,,0,0,0.059,0,0,0,0.235,0.235,0,0.235,0,0,0,0,0,0,0,0,0,0,0.235,0,0,0,0,0,0,0,0,0,0,0,0
622,Al0.5CoCrFeNi,FCC+BCC/B2,170,0,0,0.111,0,0,0,0.222,0.222,0,0.222,0,0,0,0,0,0,0,0,0,0,0.222,0,0,0,0,0,0,0,0,0,0,0,0
623,Al0.5CoCrFeMo0.1Ni,FCC+BCC/B2,220,0,0,0.109,0,0,0,0.217,0.217,0,0.217,0,0,0,0,0,0,0.022,0,0,0,0.217,0,0,0,0,0,0,0,0,0,0,0,0
624,Al0.5CoCrFeMo0.2Ni,FCC+BCC/B2+?,290,1,0,0.106,0,0,0,0.213,0.213,0,0.213,0,0,0,0,0,0,0.043,0,0,0,0.213,0,0,0,0,0,0,0,0,0,0,0,0
625,Al0.5CoCrFeMo0.3Ni,FCC+BCC/B2+?,340,1,0,0.104,0,0,0,0.208,0.208,0,0.208,0,0,0,0,0,0,0.062,0,0,0,0.208,0,0,0,0,0,0,0,0,0,0,0,0
626,Al0.5CoCrFeMo0.4Ni,FCC+BCC/B2+?,440,1,0,0.102,0,0,0,0.204,0.204,0,0.204,0,0,0,0,0,0,0.082,0,0,0,0.204,0,0,0,0,0,0,0,0,0,0,0,0
627,Al0.5CoCrFeMo0.5Ni,FCC+BCC/B2+?,575,1,0,0.1,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0.1,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
628,V20.0Nb20.0Mo20.0Ta20.0W20.0,BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2,0,0.2,0,0,0,0,0,0,0,0.2,0,0.2,0.2,0,0,0
629,Nb25.0Mo25.0Ta25.0W25.0,BCC,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0.25,0,0,0,0,0,0,0,0.25,0,0,0.25,0,0,0
630,CrFeNiCuCo,FCC1+FCC2,408,0,0,0,0,0,0,0.2,0.2,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
631,CrFeNiCuCoAl,FCC1+FCC2+BCC,510,0,0,0.167,0,0,0,0.167,0.167,0.167,0.167,0,0,0,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0,0,0,0,0,0
632,CrFeNiCuCoAl0.5,FCC1+FCC2+BCC,306,0,0,0.091,0,0,0,0.182,0.182,0.182,0.182,0,0,0,0,0,0,0,0,0,0,0.182,0,0,0,0,0,0,0,0,0,0,0,0
633,CrFeNiCuCoAl2.0,FCC1+FCC2+BCC,816,0,0,0.286,0,0,0,0.143,0.143,0.143,0.143,0,0,0,0,0,0,0,0,0,0,0.143,0,0,0,0,0,0,0,0,0,0,0,0
634,CrFeNiCuCoAl3.0,BCC,714,0,0,0.375,0,0,0,0.125,0.125,0.125,0.125,0,0,0,0,0,0,0,0,0,0,0.125,0,0,0,0,0,0,0,0,0,0,0,0
635,AlCoCrFeNi,BCC_A2+BCC_B2,,0,0,0.2,0,0,0,0.2,0.2,0,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
636,AlCoCrFeNiTi0.2,BCC_A2+BCC_B2,,0,0,0.192,0,0,0,0.192,0.192,0,0.192,0,0,0,0,0,0,0,0,0,0,0.192,0,0,0,0,0,0,0.038,0,0,0,0,0
637,AlCoCrFeNiTi0.4,BCC_A2+BCC_B2,,0,0,0.185,0,0,0,0.185,0.185,0,0.185,0,0,0,0,0,0,0,0,0,0,0.185,0,0,0,0,0,0,0.074,0,0,0,0,0
638,TiZrHfNiCu,Laves,,1,0,0,0,0,0,0,0,0.2,0,0,0,0.2,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0.2
639,TiZrHfNiCuCo,BCC+Laves,,1,0,0,0,0,0,0.167,0,0.167,0,0,0,0.167,0,0,0,0,0,0,0,0.167,0,0,0,0,0,0,0.167,0,0,0,0,0.167
640,TiZrHfNiCuNb,BCC+Laves,,1,0,0,0,0,0,0,0,0.167,0,0,0,0.167,0,0,0,0,0,0.167,0,0.167,0,0,0,0,0,0,0.167,0,0,0,0,0.167
641,C0.0Fe40.4Ni11.3Mn34.8Al7.5Cr6.0,FCC,,0,0,0.075,0,0,0,0,0.06,0,0.404,0,0,0,0,0,0.348,0,0,0,0,0.113,0,0,0,0,0,0,0,0,0,0,0,0
642,C0.07Fe40.4Ni11.3Mn34.8Al7.5Cr7.0,FCC,,0,0,0.074,0,0.001,0,0,0.069,0,0.4,0,0,0,0,0,0.344,0,0,0,0,0.112,0,0,0,0,0,0,0,0,0,0,0,0
643,C0.16Fe40.4Ni11.3Mn34.8Al7.5Cr8.0,FCC,,0,0,0.073,0,0.002,0,0,0.078,0,0.395,0,0,0,0,0,0.341,0,0,0,0,0.111,0,0,0,0,0,0,0,0,0,0,0,0
644,C0.3Fe40.4Ni11.3Mn34.8Al7.5Cr9.0,FCC,,0,0,0.073,0,0.003,0,0,0.087,0,0.391,0,0,0,0,0,0.337,0,0,0,0,0.109,0,0,0,0,0,0,0,0,0,0,0,0
645,C0.55Fe40.4Ni11.3Mn34.8Al7.5Cr10.0,FCC,,0,0,0.072,0,0.005,0,0,0.096,0,0.386,0,0,0,0,0,0.333,0,0,0,0,0.108,0,0,0,0,0,0,0,0,0,0,0,0
646,C1.1Fe40.4Ni11.3Mn34.8Al7.5Cr11.0,FCC,,0,0,0.071,0,0.01,0,0,0.104,0,0.381,0,0,0,0,0,0.328,0,0,0,0,0.107,0,0,0,0,0,0,0,0,0,0,0,0
647,Al20.0Ti20.0Ni20.0Cu20.0Fe20.0,FCC1 + FCC2,449,0,0,0.2,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0
648,Al20.0Ti20.0Ni20.0Cu20.0Fe20.0,FCC1 + FCC2,365,0,0,0.2,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0
649,Al20.0Ti20.0Ni20.0Cu20.0Fe20.0,FCC1 + FCC2,516,0,0,0.2,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0
650,Al22.5Ti22.5Ni20.0Cu20.0Fe15.0,FCC1 + FCC2,434,0,0,0.225,0,0,0,0,0,0.2,0.15,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.225,0,0,0,0,0
651,Al22.5Ti22.5Ni20.0Cu20.0Fe15.0,FCC1 + FCC2,516,0,0,0.225,0,0,0,0,0,0.2,0.15,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.225,0,0,0,0,0
652,Al22.5Ti22.5Ni20.0Cu20.0Fe15.0,FCC1 + FCC2,575,0,0,0.225,0,0,0,0,0,0.2,0.15,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.225,0,0,0,0,0
653,Al22.5Ti22.5Ni20.0Cu20.0Fe15.0,FCC1 + FCC2,370,0,0,0.225,0,0,0,0,0,0.2,0.15,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.225,0,0,0,0,0
654,Al25.0Ti25.0Ni25.0Cu25.0,FCC,521,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0
655,Al25.0Ti25.0Ni25.0Cu25.0,FCC,537,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0
656,Al25.0Ti25.0Ni25.0Cu25.0,FCC,518,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0
657,Al25.0Ti25.0Ni25.0Cu25.0,FCC,416,0,0,0.25,0,0,0,0,0,0.25,0,0,0,0,0,0,0,0,0,0,0,0.25,0,0,0,0,0,0,0.25,0,0,0,0,0
658,Al20.0Ti20.0Ni20.0Cu20.0Fe20.0,FCC1 + FCC2,544,0,0,0.2,0,0,0,0,0,0.2,0.2,0,0,0,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0.2,0,0,0,0,0
659,Co85.0Cr85.0Fe85.0Al85.0Ni15.0,FCC+BCC,615,0,0,0.239,0,0,0,0.239,0.239,0,0.239,0,0,0,0,0,0,0,0,0,0,0.042,0,0,0,0,0,0,0,0,0,0,0,0
660,Co90.0Cr90.0Fe90.0Al90.0Ni10.0,FCC+BCC,610,0,0,0.243,0,0,0,0.243,0.243,0,0.243,0,0,0,0,0,0,0,0,0,0,0.027,0,0,0,0,0,0,0,0,0,0,0,0
